detail_id,transaction_id,item_id,quantity,payment_date,customer_id,customer_name,registration_date,email,gender,age,birth,pref,item_name,item_price,price
1579,T0000001613,S001,3,2019-03-12 05:42:45,PL163921,ÀÌ°Ç¾Æ,2019-02-21 12:46,akagi_ryuukichi@example.com,M,27,1991-12-01,´ëÀü±¤¿ª½Ã,PC-A,50000,150000
1580,T0000001614,S004,1,2019-03-12 07:15:33,AS040841,±èÁöÀ¯,2019-01-23 17:13,iwaki_kimiaki@example.com,M,49,1969-09-08,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
1581,T0000001615,S001,1,2019-03-12 07:31:54,TS282800,ÀÌ°æ·ü,2019-02-22 13:15,kubota_masaya@example.com,M,53,1966-01-19,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1582,T0000001616,S002,1,2019-03-12 07:42:08,TS490052,ÀÌÂù¿ë,2019-02-24 9:26,nagase_noriko@example.com,F,42,1977-07-30,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
1583,T0000001617,S005,1,2019-03-12 08:22:11,IK373014,ÀÌ´ë°â,2019-02-20 18:33,panzetta_yuuichi@example.com,M,61,1958-05-20,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1584,T0000001618,S001,1,2019-03-12 09:21:03,OA270440,ÀÌÀ±Á¤,2019-03-09 10:26,hata_yutaka@example.com,M,50,1968-08-15,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
1585,T0000001618,S005,1,2019-03-12 09:21:03,OA270440,ÀÌÀ±Á¤,2019-03-09 10:26,hata_yutaka@example.com,M,50,1968-08-15,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1586,T0000001619,S002,1,2019-03-12 10:54:49,IK596141,ÀÌ»õº½,2019-03-09 18:13,tomisawa_yukiya@example.com,M,25,1994-02-09,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
1587,T0000001620,S002,1,2019-03-12 11:17:52,HI690734,ÀÌ¼ÒÀÌ,2019-03-05 5:41,oota_yuuichi1@example.com,M,44,1974-11-02,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
1588,T0000001621,S002,1,2019-03-12 13:17:32,IK697935,±è¿µÁø,2019-01-18 4:40,uehara_keiko@example.com,F,51,1968-04-16,ºÎ»ê±¤¿ª½Ã,PC-B,85000,85000
1589,T0000001622,S005,1,2019-03-12 13:43:22,GD903830,±è°­¹Î,2019-01-05 12:39,anndou_sayaka@example.com,F,53,1966-02-06,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1590,T0000001622,S004,1,2019-03-12 13:43:22,GD903830,±è°­¹Î,2019-01-05 12:39,anndou_sayaka@example.com,F,53,1966-02-06,ÀÎÃµ±¤¿ª½Ã,PC-D,180000,180000
1591,T0000001623,S005,1,2019-03-12 15:15:09,TS598952,±è½ÂÇ¥,2019-02-17 8:51,kurokawa_hidetsugu@example.com,M,80,1938-10-19,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
1592,T0000001624,S004,1,2019-03-12 15:51:15,HD376302,±èÁØ¾Æ,2019-02-14 21:11,shida_nobuhiko@example.com,M,48,1970-10-21,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
1593,T0000001625,S001,2,2019-03-12 19:00:26,PL188221,±è¼º¿î,2019-02-03 11:16,kusakabe_sawa@example.com,F,79,1939-10-24,¼­¿ïÆ¯º°½Ã,PC-A,50000,100000
1594,T0000001626,S004,1,2019-03-12 19:44:07,TS945403,ÀÌ´Ù¿¬,2019-03-02 20:14,ishimaru_nao@example.com,F,68,1950-09-30,´ë±¸±¤¿ª½Ã,PC-D,180000,180000
1595,T0000001627,S003,1,2019-03-12 20:40:26,HI183093,±èÇö¹Î,2019-01-06 13:23,nishii_harumi@example.com,F,66,1952-08-19,´ëÀü±¤¿ª½Ã,PC-C,120000,120000
1596,T0000001628,S001,4,2019-03-12 20:49:56,HI237883,±è¼öÇÑ,2019-02-01 23:07,teranishi_rena@example.com,F,37,1982-04-11,¼­¿ïÆ¯º°½Ã,PC-A,50000,200000
1597,T0000001629,S002,1,2019-03-12 21:13:42,HI271061,±èÁ¤,2019-02-18 14:49,nishikawa_haruomi@example.com,M,76,1943-05-18,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
1598,T0000001630,S005,1,2019-03-12 21:17:19,HD777083,±è¹Î±¹,2019-01-30 8:51,ookura_tatsuya@example.com,M,55,1964-01-16,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
1599,T0000001631,S001,3,2019-03-12 21:28:54,TS921837,±è¼¼ÀÎ,2019-01-28 19:52,tazawa_hitori@example.com,M,24,1994-08-13,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,150000
1600,T0000001632,S001,3,2019-03-12 23:06:30,OA952474,±èÀ¯È£,2019-01-27 21:32,oobayashi_nana@example.com,F,59,1960-07-09,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,150000
1601,T0000001633,S004,1,2019-03-13 00:35:32,GD322464,±è¹ÎÈ£,2019-01-04 4:19,tamai_mitsuhiro@example.com,M,44,1975-04-04,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
1602,T0000001634,S002,1,2019-03-13 01:15:56,AS038564,ÀÌÇÑÁÖ,2019-02-21 2:38,inoue_yuu@example.com,F,54,1964-12-30,ºÎ»ê±¤¿ª½Ã,PC-B,85000,85000
1603,T0000001635,S002,1,2019-03-13 02:25:52,GD172229,±èÇÏ¿î,2019-02-14 17:13,suenaga_ryuukichi@example.com,M,48,1971-04-06,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
1604,T0000001636,S005,1,2019-03-13 03:54:46,OA707923,±è½Ã¾È,2019-01-10 13:56,horiuchi_rokurou@example.com,M,29,1989-08-18,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1605,T0000001637,S005,1,2019-03-13 05:19:53,IK356680,ÀÌ¾Æ¶÷,2019-02-25 13:29,komatsu_shun@example.com,M,44,1975-05-18,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
1606,T0000001638,S002,1,2019-03-13 05:59:35,PL524403,ÀÌ±ÇÀ²,2019-02-21 2:34,hirota_hiroyuki@example.com,M,39,1979-10-15,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
1607,T0000001639,S002,1,2019-03-13 06:48:40,OA602923,ÀÌ¼öÈÆ,2019-02-24 9:48,kurokawa_yousuke1@example.com,M,73,1945-09-03,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
1608,T0000001640,S005,1,2019-03-13 07:15:39,HD841739,±è´ëÈ¯,2019-02-09 20:28,nakai_aki@example.com,F,45,1973-08-15,´ë±¸±¤¿ª½Ã,PC-E,210000,210000
1609,T0000001641,S005,1,2019-03-13 08:27:44,PL512535,±èÈ¯,2019-01-19 10:20,maruyama_mamoru@example.com,M,36,1982-11-02,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1610,T0000001642,S005,1,2019-03-13 10:14:35,TS294433,±èÀÎ¼ö,2019-02-06 21:52,aragaki_asahi@example.com,F,74,1944-10-05,¿ï»ê±¤¿ª½Ã,PC-E,210000,210000
1611,T0000001643,S005,1,2019-03-13 11:04:05,PL249372,ÀÌÀåÈ£,2019-02-28 5:19,katase_kanji@example.com,M,33,1986-02-08,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1612,T0000001644,S001,2,2019-03-13 11:25:29,OA515865,±è¿µÈ¯,2019-02-08 17:17,shirakawa_yuuta@example.com,M,67,1952-08-01,ºÎ»ê±¤¿ª½Ã,PC-A,50000,100000
1613,T0000001645,S001,1,2019-03-13 12:02:47,HI026312,±è¼ººó,2019-01-05 16:30,matsushima_kanji@example.com,M,60,1959-08-04,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1614,T0000001646,S005,1,2019-03-13 12:15:21,HI493527,±èÅÂÁø,2019-01-31 5:11,shimura_dankichi@example.com,M,48,1970-08-12,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1615,T0000001647,S001,1,2019-03-13 13:21:02,PL980001,±èÀçÇÏ,2019-01-08 18:54,funabashi_george@example.com,M,30,1988-10-03,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1616,T0000001648,S001,2,2019-03-13 14:11:36,HI318091,±èÂù¼Ö,2019-01-28 19:03,hoshi_teppei@example.com,M,52,1967-01-08,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,100000
1617,T0000001649,S005,1,2019-03-13 14:22:38,GD841278,±èÀº¼®,2019-01-23 11:41,serizawa_ann@example.com,F,60,1959-07-14,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1618,T0000001650,S002,2,2019-03-13 14:47:26,OA947794,ÀÌÁö³ª,2019-03-10 21:29,hiyoshi_hiroyuki@example.com,M,52,1966-10-08,¿ï»ê±¤¿ª½Ã,PC-B,85000,170000
1619,T0000001651,S002,1,2019-03-13 15:50:54,HI527630,±èÈ¿Àç,2019-01-30 8:53,takase_erika@example.com,F,26,1993-03-28,±¤ÁÖ±¤¿ª½Ã,PC-B,85000,85000
1620,T0000001652,S004,1,2019-03-13 17:16:42,TS922639,±èÇÏÀ½,2019-02-05 21:19,umehara_satoshi@example.com,M,77,1942-07-15,ºÎ»ê±¤¿ª½Ã,PC-D,180000,180000
1621,T0000001653,S001,1,2019-03-13 17:32:50,HI245631,ÀÌ¹ÎÁ¤,2019-03-04 6:34,nakata_michiko@example.com,F,26,1993-01-20,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1622,T0000001654,S002,1,2019-03-13 17:54:11,IK936381,±è±âÂù,2019-02-01 2:13,shimomura_reiko@example.com,F,27,1992-05-19,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
1623,T0000001655,S001,1,2019-03-13 18:46:50,HI121657,ÀÌ¿¹¸²,2019-03-04 4:49,ogura_kazuya@example.com,M,77,1941-10-03,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
1624,T0000001656,S005,1,2019-03-13 19:40:23,HI471204,ÀÌ³ªÀ²,2019-02-25 19:47,iwai_ann@example.com,F,74,1945-08-02,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
1625,T0000001657,S005,1,2019-03-13 20:49:52,HD792156,ÀÌ·Î¾Æ,2019-02-25 11:11,ootsuki_shouta@example.com,M,43,1975-08-28,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1626,T0000001658,S002,2,2019-03-13 22:11:20,IK356680,ÀÌ¾Æ¶÷,2019-02-25 13:29,komatsu_shun@example.com,M,44,1975-05-18,´ëÀü±¤¿ª½Ã,PC-B,85000,170000
1627,T0000001659,S004,1,2019-03-13 22:25:08,HI358653,ÀÌÁ¤¹ü,2019-02-27 16:34,katsurayama_erika@example.com,F,43,1975-08-28,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
1628,T0000001660,S003,1,2019-03-13 22:59:19,AS093634,ÀÌÁØÈ­,2019-02-27 5:50,hatake_maho@example.com,F,21,1998-02-27,´ëÀü±¤¿ª½Ã,PC-C,120000,120000
1629,T0000001661,S001,1,2019-03-13 23:22:14,PL249372,ÀÌÀåÈ£,2019-02-28 5:19,katase_kanji@example.com,M,33,1986-02-08,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1630,T0000001661,S005,1,2019-03-13 23:22:14,PL249372,ÀÌÀåÈ£,2019-02-28 5:19,katase_kanji@example.com,M,33,1986-02-08,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1631,T0000001662,S004,1,2019-03-13 23:28:28,OA053175,ÀÌ¹®¼ö,2019-02-21 18:12,oikawa_susumu@example.com,M,76,1943-06-11,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
1632,T0000001663,S001,1,2019-03-13 23:28:48,HD296947,±è·çÇÏ,2019-02-14 11:46,satake_sousuke@example.com,M,74,1944-11-10,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1633,T0000001664,S001,3,2019-03-13 23:47:08,OA041099,±èÇüÁÖ,2019-01-26 15:03,asakawa_tarou@example.com,M,69,1950-07-20,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,150000
1634,T0000001665,S002,1,2019-03-14 00:06:08,HI678237,±èÁÖºó,2019-01-31 9:42,nagasawa_yuu@example.com,F,36,1982-10-19,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
1635,T0000001666,S005,2,2019-03-14 01:38:06,PL681254,±èÇü¹Î,2019-01-28 19:48,terajima_yui@example.com,F,41,1978-07-13,ºÎ»ê±¤¿ª½Ã,PC-E,210000,420000
1636,T0000001667,S005,1,2019-03-14 02:24:55,AS581751,±è·¹¿À,2019-02-13 23:02,kanamaru_kaoru@example.com,F,21,1997-10-11,¿ï»ê±¤¿ª½Ã,PC-E,210000,210000
1637,T0000001667,S002,1,2019-03-14 02:24:55,AS581751,±è·¹¿À,2019-02-13 23:02,kanamaru_kaoru@example.com,F,21,1997-10-11,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
1638,T0000001668,S001,1,2019-03-14 02:52:53,OA157445,±èÁ¤È¯,2019-01-16 5:21,inada_masaya@example.com,M,59,1959-12-29,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1639,T0000001669,S005,1,2019-03-14 03:03:16,OA275501,±èÇÏÀÓ,2019-02-16 14:58,morii_emiko@example.com,F,42,1976-12-10,±¤ÁÖ±¤¿ª½Ã,PC-E,210000,210000
1640,T0000001670,S005,1,2019-03-14 03:11:59,GD763297,±èÇöÈ£,2019-01-09 9:22,suda_mayuko@example.com,F,29,1990-07-19,±¤ÁÖ±¤¿ª½Ã,PC-E,210000,210000
1641,T0000001671,S001,3,2019-03-14 03:38:48,IK794489,±èÁ¦À±,2019-02-01 12:59,kawai_akane@example.com,F,58,1961-07-16,¿ï»ê±¤¿ª½Ã,PC-A,50000,150000
1642,T0000001672,S004,1,2019-03-14 03:42:23,AS963520,±è½Â¿í,2019-01-28 19:48,taue_rio@example.com,F,53,1965-09-03,ÀÎÃµ±¤¿ª½Ã,PC-D,180000,180000
1643,T0000001673,S001,1,2019-03-14 04:22:44,HD491284,±èÁø¿õ,2019-02-12 3:12,hosokawa_yuuta@example.com,M,71,1948-05-16,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
1644,T0000001674,S002,1,2019-03-14 04:25:18,OA144055,ÀÌ±â»Ý,2019-03-13 14:09,sakamoto_kogan@example.com,M,61,1958-05-25,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
1645,T0000001675,S002,1,2019-03-14 04:36:42,PL474958,ÀÌÀÌ·ë,2019-02-23 15:41,mitsushima_hikari@example.com,F,34,1985-02-14,¼­¿ïÆ¯º°½Ã,PC-B,85000,85000
1646,T0000001676,S003,2,2019-03-14 05:49:41,OA329115,±èµ¿È£,2019-01-18 14:49,sawa_masatoshi@example.com,M,59,1960-06-01,±¤ÁÖ±¤¿ª½Ã,PC-C,120000,240000
1647,T0000001677,S002,1,2019-03-14 06:31:13,HD558047,ÀÌ·¡¿À,2019-03-01 0:38,shinoda_hiromi@example.com,F,62,1957-05-25,ºÎ»ê±¤¿ª½Ã,PC-B,85000,85000
1648,T0000001678,S005,1,2019-03-14 07:10:16,AS237205,±è·ÎÀÌ,2019-01-19 15:53,kadota_miduki@example.com,F,72,1947-06-17,¿ï»ê±¤¿ª½Ã,PC-E,210000,210000
1649,T0000001679,S005,1,2019-03-14 08:34:48,HD475088,ÀÌ´ÙÁ¤,2019-03-08 14:11,sasagawa_teruo@example.com,M,72,1946-11-28,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1650,T0000001680,S004,1,2019-03-14 08:42:48,OA516337,±èÀ¯ºó,2019-01-10 11:13,iwatani_megumi@example.com,F,66,1952-10-15,´ë±¸±¤¿ª½Ã,PC-D,180000,180000
1651,T0000001681,S002,1,2019-03-14 09:33:09,PL591140,ÀÌÀÎ¿µ,2019-03-11 21:19,tamaki_yuuko@example.com,F,74,1945-03-02,¿ï»ê±¤¿ª½Ã,PC-B,85000,85000
1652,T0000001682,S002,1,2019-03-14 10:04:29,PL417119,ÀÌÈÄ,2019-02-24 9:11,morita_akiyoshi@example.com,M,22,1996-09-24,±¤ÁÖ±¤¿ª½Ã,PC-B,85000,85000
1653,T0000001683,S001,1,2019-03-14 10:31:49,TS682265,ÀÌ¼­¸°,2019-03-07 23:03,panzetta_mayuko@example.com,F,26,1992-09-04,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
1654,T0000001684,S005,1,2019-03-14 12:06:32,HI770056,ÀÌ¼ÒÀº,2019-03-03 4:39,katsurayama_ryou@example.com,M,39,1980-06-03,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1655,T0000001685,S005,1,2019-03-14 12:10:11,IK611614,ÀÌÀÌ¸§¼ö,2019-03-01 19:37,hashino_saori@example.com,F,53,1965-09-01,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
1656,T0000001686,S001,1,2019-03-14 12:48:41,GD289362,ÀÌÇÑÈñ,2019-02-23 4:46,takami_shouta@example.com,M,65,1954-03-31,±¤ÁÖ±¤¿ª½Ã,PC-A,50000,50000
1657,T0000001687,S004,1,2019-03-14 13:02:47,PL993952,ÀÌ¼Ò¿¬,2019-03-03 10:17,kadota_somegorou@example.com,M,46,1973-01-30,±¤ÁÖ±¤¿ª½Ã,PC-D,180000,180000
1658,T0000001688,S001,1,2019-03-14 14:26:52,HI320690,ÀÌÁ¤ÁÖ,2019-02-26 7:23,suekichi_mao@example.com,F,79,1940-04-04,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1659,T0000001689,S001,1,2019-03-14 15:02:25,PL534834,ÀÌÁ¾¼®,2019-02-26 10:05,hosaka_risa@example.com,F,75,1943-11-15,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
1660,T0000001690,S003,1,2019-03-14 15:59:06,IK794489,±èÁ¦À±,2019-02-01 12:59,kawai_akane@example.com,F,58,1961-07-16,¿ï»ê±¤¿ª½Ã,PC-C,120000,120000
1661,T0000001691,S002,1,2019-03-14 16:22:06,HD711126,±è¿ìÀç,2019-01-19 6:09,irie_yuuji@example.com,M,76,1943-04-13,ºÎ»ê±¤¿ª½Ã,PC-B,85000,85000
1662,T0000001692,S001,1,2019-03-14 16:41:06,IK743897,±èÁ¤ÈÄ,2019-01-08 4:03,ogata_ikue@example.com,F,61,1957-08-08,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1663,T0000001693,S001,4,2019-03-14 16:57:16,OA346394,ÀÌÁ¤Àº,2019-03-07 15:54,miyamoto_megumi@example.com,F,78,1940-08-31,´ëÀü±¤¿ª½Ã,PC-A,50000,200000
1664,T0000001694,S002,1,2019-03-14 18:39:17,GD643063,ÀÌº´±Ô,2019-02-28 6:01,shiozawa_ryuukichi@example.com,M,42,1976-08-13,ÀÎÃµ±¤¿ª½Ã,PC-B,85000,85000
1665,T0000001695,S002,3,2019-03-14 18:44:34,AS462973,±è°­À¯,2019-02-09 2:08,aoki_shunji@example.com,M,47,1972-07-25,´ëÀü±¤¿ª½Ã,PC-B,85000,255000
1666,T0000001696,S003,1,2019-03-14 18:52:59,IK004574,±è¿¬ÈÄ,2019-01-15 20:03,sawai_satomi@example.com,F,61,1958-02-15,´ëÀü±¤¿ª½Ã,PC-C,120000,120000
1667,T0000001697,S004,1,2019-03-14 19:34:54,PL303162,±èÀº¼ö,2019-01-12 15:26,uchino_kadue@example.com,F,48,1970-12-18,¼­¿ïÆ¯º°½Ã,PC-D,180000,180000
1668,T0000001698,S001,1,2019-03-14 19:42:05,AS301190,±è¿ÂÀ¯,2019-01-08 9:18,wakabayashi_kyouko@example.com,F,23,1996-08-05,´ë±¸±¤¿ª½Ã,PC-A,50000,50000
1669,T0000001699,S005,1,2019-03-14 20:11:15,HI161247,±è¿¬È£,2019-01-10 1:10,namase_aoi@example.com,F,59,1959-10-02,ºÎ»ê±¤¿ª½Ã,PC-E,210000,210000
1670,T0000001700,S002,2,2019-03-14 21:13:33,HD295267,±èµµ°æ,2019-01-08 7:23,yamagami_teruo@example.com,M,62,1957-01-12,ºÎ»ê±¤¿ª½Ã,PC-B,85000,170000
1671,T0000001701,S001,1,2019-03-14 21:47:09,AS844339,±è°­È£,2019-02-03 7:06,abe_ayame@example.com,F,46,1972-09-23,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1672,T0000001702,S001,1,2019-03-14 22:08:03,IK603991,±èµ¿ÁØ,2019-01-10 21:21,nagaoka_kanji@example.com,M,72,1946-11-22,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1673,T0000001703,S001,1,2019-03-14 23:28:33,IK947853,ÀÌÁØÅÂ,2019-02-24 22:29,onnda_kisuke@example.com,M,58,1961-06-22,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1674,T0000001703,S001,1,2019-03-14 23:28:33,IK947853,ÀÌÁØÅÂ,2019-02-24 22:29,onnda_kisuke@example.com,M,58,1961-06-22,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1675,T0000001704,S003,1,2019-03-14 23:32:40,HD597545,±èÁöºó,2019-02-12 23:16,isaki_kimiaki@example.com,M,33,1985-11-19,´ë±¸±¤¿ª½Ã,PC-C,120000,120000
1676,T0000001705,S004,1,2019-03-14 23:36:31,OA195904,ÀÌÃ¤Èñ,2019-03-06 18:30,ikeuchi_riho@example.com,F,36,1983-01-09,´ë±¸±¤¿ª½Ã,PC-D,180000,180000
1677,T0000001706,S003,1,2019-03-15 01:03:04,GD975752,±è¿ì¶÷,2019-02-16 16:09,ishiwatari_yousuke@example.com,M,77,1941-10-22,¿ï»ê±¤¿ª½Ã,PC-C,120000,120000
1678,T0000001707,S001,1,2019-03-15 01:17:51,OA694885,ÀÌÁØ½Â,2019-02-20 3:40,matsukawa_kogan@example.com,M,21,1998-03-24,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1679,T0000001708,S001,1,2019-03-15 01:28:18,HI051235,±è½ÂÈ¿,2019-02-03 3:04,yajima_teruo@example.com,M,37,1982-06-24,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1680,T0000001709,S001,1,2019-03-15 01:38:23,OA022685,±èµµ¿Ï,2019-02-09 19:08,kanashiro_hiroaki@example.com,M,39,1980-07-17,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
1681,T0000001710,S005,1,2019-03-15 01:58:47,HD793729,ÀÌ¿¹Àº,2019-03-02 1:00,yasui_masakazu@example.com,M,31,1987-12-14,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
1682,T0000001710,S003,1,2019-03-15 01:58:47,HD793729,ÀÌ¿¹Àº,2019-03-02 1:00,yasui_masakazu@example.com,M,31,1987-12-14,¼­¿ïÆ¯º°½Ã,PC-C,120000,120000
1683,T0000001711,S005,1,2019-03-15 02:45:57,IK825670,±èµ¿ÇÑ,2019-02-17 7:45,katsumata_nao@example.com,F,74,1945-04-24,¼­¿ïÆ¯º°½Ã,PC-E,210000,210000
1684,T0000001712,S001,1,2019-03-15 03:07:33,HI944908,±èÀç¼®,2019-02-10 6:20,taguchi_ikue@example.com,F,26,1993-02-15,´ëÀü±¤¿ª½Ã,PC-A,50000,50000
1685,T0000001713,S002,3,2019-03-15 03:58:19,HI859298,±è¼­Çö,2019-01-13 18:57,fujimura_souta@example.com,M,21,1997-10-07,¿ï»ê±¤¿ª½Ã,PC-B,85000,255000
1686,T0000001714,S003,1,2019-03-15 04:28:49,AS727718,±è°æ·Ï,2019-02-05 9:21,honnmura_chise@example.com,F,65,1954-01-16,ÀÎÃµ±¤¿ª½Ã,PC-C,120000,120000
1687,T0000001715,S002,1,2019-03-15 04:36:49,HD369528,±èÁ¤¿ø,2019-01-08 3:18,oonuki_akira@example.com,M,74,1944-10-22,´ëÀü±¤¿ª½Ã,PC-B,85000,85000
1688,T0000001716,S005,1,2019-03-15 06:08:44,HD802475,ÀÌÀÌ³ª,2019-03-09 23:18,fujimura_tooru@example.com,M,21,1998-07-09,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
1689,T0000001717,S001,1,2019-03-15 06:09:36,TS311478,±èÇÑ¿µ,2019-02-18 17:01,konishi_masaaki@example.com,M,34,1985-06-13,ºÎ»ê±¤¿ª½Ã,PC-A,50000,50000
1690,T0000001718,S001,1,2019-03-15 07:22:31,HD137947,ÀÌÀ¯¶ó,2019-03-07 8:32,kubota_houshi@example.com,M,28,1991-06-21,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1691,T0000001719,S003,2,2019-03-15 07:46:46,GD462529,±èÇü¿ì,2019-01-21 13:49,moriwaki_tatsuya@example.com,M,37,1981-11-18,´ëÀü±¤¿ª½Ã,PC-C,120000,240000
1692,T0000001720,S003,1,2019-03-15 08:04:37,AS092688,±è±Ô´ã,2019-02-14 7:21,akiyama_manami@example.com,F,71,1948-02-09,¼­¿ïÆ¯º°½Ã,PC-C,120000,120000
1693,T0000001721,S001,2,2019-03-15 08:06:24,PL978177,±è¿µÈÆ,2019-01-16 15:00,matsui_haruomi@example.com,M,44,1974-08-11,¿ï»ê±¤¿ª½Ã,PC-A,50000,100000
1694,T0000001722,S001,1,2019-03-15 08:07:58,GD460851,ÀÌ¿¹ÁÖ,2019-03-05 2:37,sekine_saki@example.com,F,50,1969-01-17,¿ï»ê±¤¿ª½Ã,PC-A,50000,50000
1695,T0000001723,S004,1,2019-03-15 08:21:37,TS736914,±èÀºÅÃ,2019-02-14 23:08,itou_kenichi@example.com,M,33,1985-12-06,´ëÀü±¤¿ª½Ã,PC-D,180000,180000
1696,T0000001724,S001,1,2019-03-15 08:27:16,PL573375,ÀÌÀç°Ç,2019-02-26 10:02,sanada_kanji@example.com,M,78,1940-11-17,¼­¿ïÆ¯º°½Ã,PC-A,50000,50000
1697,T0000001725,S001,2,2019-03-15 08:40:54,IK044135,ÀÌ¼ºÇå,2019-02-23 23:41,takeuchi_kousuke@example.com,M,42,1976-10-03,¿ï»ê±¤¿ª½Ã,PC-A,50000,100000
1698,T0000001726,S003,1,2019-03-15 08:54:43,HI599756,±èÀºÀç,2019-01-16 14:01,igawa_keiji@example.com,M,51,1968-05-06,ÀÎÃµ±¤¿ª½Ã,PC-C,120000,120000
1699,T0000001727,S005,1,2019-03-15 09:39:15,PL635475,ÀÌÁø¾Æ,2019-03-08 14:01,ishihara_hana@example.com,F,26,1993-07-26,´ëÀü±¤¿ª½Ã,PC-E,210000,210000
1700,T0000001728,S002,1,2019-03-15 09:41:09,IK060981,ÀÌ¿ëÈñ,2019-02-27 20:36,okunuki_shihori@example.com,F,30,1989-04-22,´ë±¸±¤¿ª½Ã,PC-B,85000,85000
1701,T0000001729,S001,2,2019-03-15 10:18:58,HD250940,±èÁØ¼®,2019-01-09 11:57,nishimura_sachiko@example.com,F,64,1955-06-11,¼­¿ïÆ¯º°½Ã,PC-A,50000,100000
1702,T0000001730,S002,2,2019-03-15 14:36:43,GD021809,±èÁöÈ¿,2019-02-05 18:16,araya_tetsuji@example.com,M,62,1957-03-02,¼­¿ïÆ¯º°½Ã,PC-B,85000,170000
1703,T0000001731,S003,1,2019-03-15 14:36:44,IK276561,±è¼¼Çö,2019-01-07 13:40,kaneda_somegorou@example.com,M,70,1948-11-11,´ëÀü±¤¿ª½Ã,PC-C,120000,120000
1704,T0000001732,S005,1,2019-03-15 14:43:14,PL664277,±è¼¼Çõ,2019-02-11 5:53,ooba_hiroko@example.com,F,24,1994-09-23,ÀÎÃµ±¤¿ª½Ã,PC-E,210000,210000
1705,T0000001732,S001,1,2019-03-15 14:43:14,PL664277,±è¼¼Çõ,2019-02-11 5:53,ooba_hiroko@example.com,F,24,1994-09-23,ÀÎÃµ±¤¿ª½Ã,PC-A,50000,50000
